Category,Brand,Type,Item,Notes,Dairy or Pareve,All or Sephardim only
seafood,StarKist®,Canned Fish,Tuna,Chunk light in oil,P,A
seafood,StarKist®,Canned Fish,Tuna,chunk white albacore in water,P,A
seafood,StarKist®,Canned Fish,Tuna,solid white albacore in water,P,A
seafood,StarKist®,Canned Fish,Tuna,solid white albacore in oil,P,A
seafood,StarKist®,Canned Fish,Tuna,Starkist Selects chunk light in water,P,A
seafood,StarKist®,Canned Fish,Tuna,Starkist Selects solid light in water,P,A
seafood,StarKist®,Canned Fish,Tuna,Starkist Selects Solid light in olive oil,P,A
seafood,StarKist®,Canned Fish,Tuna,Starkist Selects Solid white Albacore in water,P,A
seafood,StarKist®,Canned Fish,Tuna,Starkist Selects low sodium chunk light in water,P,A
seafood,StarKist®,Canned Fish,Tuna,Starkist Selects very low sodium chunk white albacore in water,P,A
Snacks & Candy,All Brands,Nuts,Nuts,all 100% nuts with salt (except Peanuts & Soyvbeans for Ashkenazim),P,A
Snacks & Candy,All Brands,Nuts,Nuts Roasted (all 100% nuts with salt &/or citric acid),(except Peanuts & Soyvbeans for Ashkenazim),P,A
Snacks & Candy,General Mills,Snacks,Bugles (Original),,P,S
Snacks & Candy,General Mills,Snacks,Bugles Caramel,,D,S
Snacks & Candy,General Mills,Snacks,Bugles Chocolate Peanut Butter,,P,S
Snacks & Candy,General Mills,Snacks,Bugles Ranch,,D,S
Snacks & Candy,Nestle®,chocolate,Baby Ruth,,D,A
Snacks & Candy,Nestle®,Chocolate,Bit-O-Honey,,P,S
Snacks & Candy,Nestle®,Chocolate,Butterfinger Bar,not the BF Crisp or other BF mixes,D,S
Snacks & Candy,Nestle®,Chocolate,Goobers,,D,A
Snacks & Candy,Nestle®,Chocolate,Milk Chocolate,,D,A
Snacks & Candy,Nestle®,Chocolate,Nips,,D,A
Snacks & Candy,Nestle®,Chocolate,Oh Henry!,,D,A
Snacks & Candy,Nestle®,Chocolate,Raisinets,,D,A
Snacks & Candy,Nestle®,Chocolate,Sno-Caps,,D,A
Snacks & Candy,Nestle® Wonka Candy,candy,Laffy Taffy,,P,A
Snacks & Candy,Nestle® Wonka Candy,candy,Laffy Taffy Rope,,P,A
Snacks & Candy,Osem,corn snack,Bamba Snacks,,P,S
Snacks & Candy,Planter's,peanut snack,Peanut Bar,original,P,S
Snacks & Candy,Pop Secret,popcorn,Microwave popcorn,94% fat free Butter,D,S
Snacks & Candy,Pop Secret,popcorn,Microwave popcorn,94% fat free Kettle Corn,D,S
Snacks & Candy,Pop Secret,popcorn,Microwave popcorn,Butter,D,S
Snacks & Candy,Pop Secret,popcorn,Microwave popcorn,Extra Butter,D,S
Snacks & Candy,Pop Secret,popcorn,Microwave popcorn,Homestyle,D,S
Snacks & Candy,Post,Cereal Bars,Cocoa Pebbles Treats,,D,S
Snacks & Candy,Post,Cereal Bars,Fruity Pebbles Treats,,D,S
Snacks & Candy,Quaker,rice snacks,Rice Cakes,Salt Free,P,S
Snacks & Candy,Shufra ,CANDY,Gourmet Halvah,"Plain, Cranberry",,S
Snacks & Candy,Skinny ,Chips,"Skinny Natural Corn Chips, BBQ",,P,S
Snacks & Candy,Skinny ,Chips,"Skinny Natural Corn Chips, Original",,P,S
Snacks & Candy,Snickers,chocolate,chocolate bar,,D,S
Snacks & Candy,Stretch Island ,DRIED FRUITS & NUTS,"Fruit Leather,  Berry    Blackberry",,P,A
Snacks & Candy,Stretch Island ,DRIED FRUITS & NUTS,"Fruit Strips, Abundant Apricot*",,P,A
Snacks & Candy,Stretch Island ,DRIED FRUITS & NUTS,"Fruit Strips, Harvest Grape",,P,A
Snacks & Candy,Stretch Island ,DRIED FRUITS & NUTS,"Fruit Strips, Ripened Raspberry",,P,A
Snacks & Candy,Sweet-n-Low,candy,Sugar-free hard candies,Fruit Splash,P,A
Snacks & Candy,Sweet-n-Low,candy,Sugar-free hard candies,International Coffee Flavor,P,A
Snacks & Candy,Sweet-n-Low,candy,Sugar-free hard candies,Rich Butterscotch,P,A
Snacks & Candy,Terra ,Chips,Blues Potato Chips,,P,A
Snacks & Candy,Terra ,Chips,Sweet Potato Chips,,P,A
Snacks & Candy,the ginger people ,CANDY,Ginger Chews,,,S
Snacks & Candy,"TOOTSIE ROLL INDUSTRIES, INC",candy,Tootsie Pops,,D,A
Snacks & Candy,"TOOTSIE ROLL INDUSTRIES, INC",candy,Tootsie Rolls,,D,A
Snacks & Candy,Trader Joe's,Protein Bars,Chewy Chocolate & Peanut Butter Protein Bars,,D,S
Snacks & Candy,Trader Joe's,Plaintain Chips,Dark Chocolate Drizzled Plantain Chips,,D,A
Snacks & Candy,Trader Joe's,Potato Chips,Everything But The Bagel Seasoned Potato Chips,,P,A
Snacks & Candy,Trader Joe's,Taco Shells,Organic Stone Ground Yellow Corn Taco Shells,,P,A
Snacks & Candy,Wise,potato snacks,Potato Chips,All Natural,P,A
Snacks & Candy,Wise,potato snacks,Potato Chips,Lightly Salted,P,A
Snacks & Candy,Wrigley's Gum,gum,all flavors and sub-brands,,P,A
Spices,All Brands,non-blended spices,"All plain spices that just contain one spice, where the ingredient is only that spice, are fine.",,P,A
Spices,Lawry (Lipton),Blended Spices,Black Pepper Seasoned Salt,,P,A
Spices,Lawry (Lipton),Blended Spices,Garlic Bread Spread RTU,,P,A
Spices,Lawry (Lipton),Blended Spices,Garlic Pepper,,P,A
Spices,Lawry (Lipton),Blended Spices,Garlic Powder w/Green Onion Flakes,,P,A
Spices,Lawry (Lipton),Blended Spices,Garlic Salt,,P,A
Spices,Lawry (Lipton),Blended Spices,Garlic Salt w/Parsley,,P,A
Spices,Lawry (Lipton),Blended Spices,Garlic Spread Concentrate,,P,A
Spices,Lawry (Lipton),Blended Spices,Lemon Pepper,,P,A
Spices,Lawry (Lipton),Blended Spices,Pinch of Herbs,,P,A
Spices,Lawry (Lipton),Blended Spices,Red Pepper Seasoned Salt,,P,A
Spices,Lawry (Lipton),Blended Spices,Salt-Free 17,,P,A
Spices,Lawry (Lipton),Blended Spices,Seasoned Pepper,,P,A
Spices,Lawry (Lipton),Blended Spices,Seasoned Salt,,P,A
Spices,Lawry (Lipton),Blended Spices,Seasoned Salt-Free,,P,A
